ksrl_sc_gould_ia_1_2_007,Book,Edition,Part,PlateNumber,Type,BaseFileName,FullFileName,TitleOnPiece,ArtistStatement,NamedArtists,PrinterStatement,Printer,Bird_1_CommonNameOnPiece,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_SpeciesNamers,Bird_1_AltCommonNamesOnPiece,Bird_1_OtherCommonNames,Bird_1_GenusModern,Bird_1_SpeciesModern,Bird_1_OtherGenusSpecies,Bird_1_DateCreated,Medium,Support,Size,SubjectNote,ContentNote,ArtistNote,PublicationNote,PhysicalConditionNote,Bird_2_CommonNamesOnPiece,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_SpeciesNamers,Bird_2_AltCommonNamesOnPiece,Bird_2_OtherCommonNames,Bird_2_GenusModern,Bird_2_SpeciesModern,Bird_2_DateCreated,Bird_2_OtherGenusSpecies,Bird_1_ModernNamer,Bird_1_ModernCommonName,Bird_2_ModernNamer,Bird_2_ModernCommonName,Bird_3_CommonNamesOnPiece,Bird_3_GenusOnPiece,Bird_3_SpeciesOnPiece,Bird_3_SpeciesNamers,Bird_3_AltCommonNamesOnPiece,Bird_3_OtherCommonNames,Bird_3_GenusModern,Bird_3_SpeciesModern,Bird_3_DateCreated,Bird_3_OtherGenusSpecies,Bird_3_ModernNamer,Bird_3_ModernCommonName
1136,AS,1st,5,79,pl,ksrl_sc_gould_as_1_5_079,ksrl_sc_gould_as_1_5_079.tif,,,"JG,R",,"CH, W",Nepaul pitta,Pitta,nipalensis,,,,Pitta,nipalensis,,1850-01-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1837",Blue-naped Pitta,,,,,,,,,,,,,,
1139,AS,1st,5,80,pl,ksrl_sc_gould_as_1_5_080,ksrl_sc_gould_as_1_5_080.tif,,,"JG,R",,"CH, W",Blue pitta,Pitta,cyanea,,,,Pitta,cyanea,,1850-01-01,,,,,,,,,,,,,,,,,,,"Blyth, 1843",Blue Pitta,,,,,,,,,,,,,,
355,AS,1st,2,43,pl,ksrl_sc_gould_as_1_2_043,ksrl_sc_gould_as_1_2_043.tif,,,"JG,R",,"CH, WALTON",Beautiful nuthatch,Sitta,formosa,,,,Sitta,Formosa,,1850-01-01,,,,,,,,,,,,,,,,,,,"Blyth, 1843",Beautiful Nuthatch,,,,,,,,,,,,,,
358,AS,1st,2,44,pl,ksrl_sc_gould_as_1_2_044,ksrl_sc_gould_as_1_2_044.tif,,,"JG,R",,"CH, WALTON",Cinnamon-bellied nuthatch,Sitta,cinnamoneoventris,,,,Sitta,castanea,,1850-01-01,,,,,,,,,,,,,,,,,,,"Lesson, 1830",Chestnut-bellied Nuthatch,,,,,,,,,,,,,,
361,AS,1st,2,45,pl,ksrl_sc_gould_as_1_2_045,ksrl_sc_gould_as_1_2_045.tif,,,"JG,R",,"CH, WALTON",Chestnut-bellied nuthatch,Sitta,castaneoventris,,,,Sitta,castanea,,1850-01-01,,,,,,,,,,,,,,,,,,,"Lesson, 1830",Chestnut-bellied Nuthatch,,,,,,,,,,,,,,
364,AS,1st,2,46,pl,ksrl_sc_gould_as_1_2_046,ksrl_sc_gould_as_1_2_046.tif,,,"JG,R",,"CH, WALTON",White-faced nuthatch,Sitta,leucopsis,,,,Sitta,leucopsis,,1850-01-01,,,,,,,,,,,,,,,,,,,"Gould, 1850",White-cheeked Nuthatch,,,,,,,,,,,,,,
1058,AS,1st,5,53,pl,ksrl_sc_gould_as_1_5_053,ksrl_sc_gould_as_1_5_053.tif,,,JG,,"CH, W",Red-and-blue cissa,Cissa,pyrrhocyanea,,,,Urocissa,ornata,,1850-01-01,,,,,,,,,,,,,,,,,,,"Wagler, 1829",Sri Lanka Blue Magpie,,,,,,,,,,,,,,
310,AS,1st,2,28,pl,ksrl_sc_gould_as_1_2_028,ksrl_sc_gould_as_1_2_028.tif,,,"JG,R",,"CH, WALTON",Fiery-tailed sun-bird,Nectarinia,ignicauda,,,,Aethopyga,ignicauda,,1850-07-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1836",Fire-tailed Sunbird,,,,,,,,,,,,,,
313,AS,1st,2,29,pl,ksrl_sc_gould_as_1_2_029,ksrl_sc_gould_as_1_2_029.tif,,,"JG,R",,"CH, WALTON",Goulpourah sun-bird,Nectarinia,goalpariensis,,,,Aethopyga,siparaja,,1850-07-01,,,,,,,,,,,,,,,,,,,"Raffles, 1822",Crimson Sunbird,,,,,,,,,,,,,,
316,AS,1st,2,30,pl,ksrl_sc_gould_as_1_2_030,ksrl_sc_gould_as_1_2_030.tif,,,"JG,R",,"CH, WALTON",Vigor's sun-bird,Nectarinia,vigorsii,,,,Aethopyga,siparaja,,1850-07-01,,,,,,,,,,,,,,,,,,,"Raffles, 1822",Crimson Sunbird,,,,,,,,,,,,,,
319,AS,1st,2,31,pl,ksrl_sc_gould_as_1_2_031,ksrl_sc_gould_as_1_2_031.tif,,,"JG,R",,"CH, WALTON",Nepaulese sun-bird,Nectarinia,nipalensis,,,,Aethopyga,nipalensis,,1850-07-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1836",Green-tailed Sunbird,,,,,,,,,,,,,,
55,AS,1st,1,19,pl,ksrl_sc_gould_as_1_1_019,ksrl_sc_gould_as_1_1_019.tif,,,"JG,R",,"CH, W",Mahratta nightjar,Caprimulgus,mahrattensis,,,,Caprimulgus,mahrattensis,,1850-07-01,,,,,,,,,,,,,,,,,,,"Sykes, 1832",Sykes's Nightjar,,,,,,,,,,,,,,
854,AS,1st,4,57,pl,ksrl_sc_gould_as_1_4_057,ksrl_sc_gould_as_1_4_057.tif,,,"JG,R",,"CH, WALTON",Nepaulese creeper,Certhia,nipalensis,,,,Certhia,nipalensis,,1850-07-01,,,,,,,,,,,,,,,,,,,"Blyth, 1845",Rusty-flanked Treecreeper,,,,,,,,,,,,,,
857,AS,1st,4,58,pl,ksrl_sc_gould_as_1_4_058,ksrl_sc_gould_as_1_4_058.tif,,,"JG,R",,"CH, WALTON",Himalayan creeper,Certhia,himalayana,,,,Certhia,himalayana,,1850-07-01,,,,,,,,,,,,,,,,,,,"Vigors, 1832",Bar-tailed Treecreeper,,,,,,,,,,,,,,
1562,AS,1st,7,63,pl,ksrl_sc_gould_as_1_7_063,ksrl_sc_gould_as_1_7_063.tif,,,"JG,R",,"CH, W",Black-winged pratincole,Glareola,melanoptera,,,,Glareola,nordmanni,"Fischer, 1842",1850-07-01,,,,,,,,,,,,,,,,,,,Black-winged Pratincole,,,,,,,,,,,,,,,
1532,AS,1st,7,53,pl,ksrl_sc_gould_as_1_7_053,ksrl_sc_gould_as_1_7_053.tif,,,"JG,R",,"CH, W",Monaul,Lophophorus,impeyanus,,,,Lophophorus,impejanus,,1850-07-01,,,,,,,,,,,,,,,,,,,"Latham, 1790",Himalayan Monal,,,,,,,,,,,,,,
286,AS,1st,2,20,pl,ksrl_sc_gould_as_1_2_020,ksrl_sc_gould_as_1_2_020.tif,,,"JG,R",,"CH, WALTON",Grand niltava,Niltava,grandis,,,,Niltava,grandis,,1850-07-01,,,,,,,,,,,,,,,,,,,"Blyth, 1842",Large Niltava,,,,,,,,,,,,,,
289,AS,1st,2,21,pl,ksrl_sc_gould_as_1_2_021,ksrl_sc_gould_as_1_2_021.tif,,,"JG,R",,"CH, WALTON",Sundara niltava,Niltava,sundara,,,,Niltava,sundara��,,1850-07-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1837",Rufous-bellied Niltava,,,,,,,,,,,,,,
292,AS,1st,2,22,pl,ksrl_sc_gould_as_1_2_022,ksrl_sc_gould_as_1_2_022.tif,,,"JG,R",,"CH, WALTON",Macgregor's niltava,Niltava,macgregoriae,,,,Niltava,macgrigoriae,,1850-07-01,,,,,,,,,,,,,,,,,,,"Burton, 1836",Small Niltava,,,,,,,,,,,,,,
109,AS,1st,1,37,pl,ksrl_sc_gould_as_1_1_037,ksrl_sc_gould_as_1_1_037.tif,,,"JG,R",,"CH, W",Blue-throated nyctiornis,Nyctiornis,athertoni,,,,Nyctyornis,athertoni,,1850-07-01,,,,,,,,,,,,,,,,,,,"Jardine & Selby, 1828",Blue-bearded Bee-eater,,,,,,,,,,,,,,
112,AS,1st,1,38,pl,ksrl_sc_gould_as_1_1_038,ksrl_sc_gould_as_1_1_038.tif,,,"JG,R",,"CH, W",Red-throated nyctiornis,Nyctiornis,amictus,,,,Nyctyornis,athertoni,,1850-07-01,,,,,,,,,,,,,,,,,,,"Jardine & Selby, 1828",Blue-bearded Bee-eater,,,,,,,,,,,,,,
1340,AS,1st,6,64,pl,ksrl_sc_gould_as_1_6_064,ksrl_sc_gould_as_1_6_064.tif,,,"JG,R",,"CH, W",Whistling sand-grouse,Pterocles,exustus,,,,Pterocles,exustus,,1850-07-01,,,,,,,,,,,,,,,,,,,"Temminck, 1825",Chestnut-bellied Sandgrouse,,,,,,,,,,,,,,
1343,AS,1st,6,65,pl,ksrl_sc_gould_as_1_6_065,ksrl_sc_gould_as_1_6_065.tif,,,"JG,R",,"CH, W",Banded sand-grouse,Pterocles,fasciatus,,,,Pterocles,indicus,,1850-07-01,,,,,,,,,,,,,,,,,,,"J. F. Gmelin, 1789",Painted Sandgrouse,,,,,,,,,,,,,,
1331,AS,1st,6,61,pl,ksrl_sc_gould_as_1_6_061,ksrl_sc_gould_as_1_6_061.tif,,,"JG,R",,"CH, W",Tibetian short-toed sand-grouse,Syrrhaptes,tibetanus,,,,Syrrhaptes,tibetanus,,1850-07-01,,,,,,,,,,,,,,,,,,,"Gould, 1850",Tibetan Sandgrouse,,,,,,,,,,,,,,
1376,AS,1st,7,1,pl,ksrl_sc_gould_as_1_7_001,ksrl_sc_gould_as_1_7_001.tif,,,"JG,R",,"CH, W",Bonham's sand-partridge,Ammoperdix,bonhami,,,,Ammoperdix,griseogularis,,1851-06-01,,,,,,,,,,,,,,,,,,,"Brandt, 1843",See-see Partridge,,,,,,,,,,,,,,
1379,AS,1st,7,2,pl,ksrl_sc_gould_as_1_7_002,ksrl_sc_gould_as_1_7_002.tif,,,"JG,R",,"CH, W",Hey's sand-partridge,Ammoperdix,heyi,,,,Ammoperdix,heyi,,1851-06-01,,,,,,,,,,,,,,,,,,,"Temminck, 1825",Sand Partridge,,,,,,,,,,,,,,
791,AS,1st,4,36,pl,ksrl_sc_gould_as_1_4_036,ksrl_sc_gould_as_1_4_036.tif,,,"JG,R",,"CH, WALTON",Great white-capped redstart,Ruticilla,erythrogastra,,,,Chaimarrornis,leucocephalus,,1851-06-01,,,,,,,,,,,,,,,,,,,"Vigors, 1831",White-capped Redstart,,,,,,,,,,,,,,
1547,AS,1st,7,58,pl,ksrl_sc_gould_as_1_7_058,ksrl_sc_gould_as_1_7_058.tif,,,,,,Macqueen's bustard,Otis,macqueeni,,,,Chlamydotis,macqueenii,,1851-06-01,,,,,,,,,,,,,,,,,,,"J. E. Gray, 1832",Macqueen's Bustard,,,,,,,,,,,,,,
953,AS,1st,5,18,pl,ksrl_sc_gould_as_1_5_018,ksrl_sc_gould_as_1_5_018.tif,,,"JG,R",,"CH, W",Masked grosbeak,Euphona,personata,,,,Eophona,personata,,1851-06-01,,,,,,,,,,,,,,,,,,,"Temminck & Schlegel, 1848",Japanese Grosbeak,,,,,,,,,,,,,,
956,AS,1st,5,19,pl,ksrl_sc_gould_as_1_5_019,ksrl_sc_gould_as_1_5_019.tif,,,"JG,R",,"CH, W",Black-tailed grosbeak,Euphona,melannra,,,,Eophona,migratoria,,1851-06-01,,,,,,,,,,,,,,,,,,,"Hartert, 1903",Yellow-billed Grosbeak,,,,,,,,,,,,,,
7,AS,1st,1,3,pl,ksrl_sc_gould_as_1_1_003,ksrl_sc_gould_as_1_1_003.tif,,,"JG,R",,"CH, W",Shaheen falcon,Falco,peregrinator,,,,Falco,peregrinus,,1851-06-01,,,,,,,,,,,,,,,,,,,"Tunstall, 1771","Peregrine Falcon ,faucon p̩lerin, Halc�_n peregrino,",,,,,,,,,,,,,,
4,AS,1st,1,2,pl,ksrl_sc_gould_as_1_1_002,ksrl_sc_gould_as_1_1_002.tif,,,"JG,R",,"CH, W",Bengal vulture,Gyps,bengalensis,,,,Gyps,bengalensis,,1851-06-01,,,,,,,,,,,,,,,,,,,"J. F. Gmelin, 1788",White-rumped Vulture,,,,,,,,,,,,,,
1502,AS,1st,7,43,pl,ksrl_sc_gould_as_1_7_043,ksrl_sc_gould_as_1_7_043.tif,,,"JG,R",,"CH, W",Sanguine francolin,Ithaginis,cruentus,,,,Ithaginis,cruentus,,1851-06-01,,,,,,,,,,,,,,,,,,,"Hardwicke, 1821",Blood Pheasant,,,,,,,,,,,,,,
728,AS,1st,4,15,pl,ksrl_sc_gould_as_1_4_015,ksrl_sc_gould_as_1_4_015.tif,,,"JG,R",,"CH, WALTON",Fork-tailed leiothrix,Leiothrix,luteus,,,,Leiothrix,lutea,,1851-06-01,,,,,,,,,,,,,,,,,,,"Scopoli, 1786",Red-billed Leiothrix,,,,,,,,,,,,,,
905,AS,1st,5,2,pl,ksrl_sc_gould_as_1_5_002,ksrl_sc_gould_as_1_5_002.tif,,,"JG,R",,"CH, W",Northern mountain finch,Montifringilla,aretoa,,,,Leucosticte,arctoa,,1851-06-01,,,,,,,,,,,,,,,,,,,"Pallas, 1811","Asian Rosy Finch, Rosy Finch",,,,,,,,,,,,,,
908,AS,1st,5,3,pl,ksrl_sc_gould_as_1_5_003,ksrl_sc_gould_as_1_5_003.tif,,,"JG,R",,"CH, W",Red-rumped mountain finch,Montifringilla,haematopygia,,,,Leucosticte,brandti,,1851-06-01,,,,,,,,,,,,,,,,,,,"Bonaparte, 1850",Brandt's Mountain Finch,,,,,,,,,,,,,,
959,AS,1st,5,20,pl,ksrl_sc_gould_as_1_5_020,ksrl_sc_gould_as_1_5_020.tif,,,"JG,R",,"CH, W",Black-and-yellow grosbeak,Mycerobas,melanoxanthus,,,,Mycerobas,melanozanthos,,1851-06-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1836",Spot-winged Grosbeak,,,,,,,,,,,,,,
962,AS,1st,5,21,pl,ksrl_sc_gould_as_1_5_021,ksrl_sc_gould_as_1_5_021.tif,,,"JG,R",,"CH, W",Flesh-footed grosbeak,Mycerobas,carneipes,,,,Mycerobas,carnipes,,1851-06-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1836",White-winged Grosbeak,,,,,,,,,,,,,,
965,AS,1st,5,22,pl,ksrl_sc_gould_as_1_5_022,ksrl_sc_gould_as_1_5_022.tif,,,"JG,R",,"CH, W",Ieterine grosbeak,Hesperiphona,ieterioides,,,,Mycerobas,icterioides,,1851-06-01,,,,,,,,,,,,,,,,,,,"Vigors, 1831",Black-and-yellow Grosbeak,,,,,,,,,,,,,,
1334,AS,1st,6,62,pl,ksrl_sc_gould_as_1_6_062,ksrl_sc_gould_as_1_6_062.tif,,,"JG,R",,"CH, W",Spotted sand-grouse,Pterocles,guttatus,,,,Pterocles,gutturalis,,1851-06-01,,,,,,,,,,,,,,,,,,,"Smith, 1836",Yellow-throated Sandgrouse,,,,,,,,,,,,,,
1337,AS,1st,6,63,pl,ksrl_sc_gould_as_1_6_063,ksrl_sc_gould_as_1_6_063.tif,,,"JG,R",,"CH, W",Coronetted sand-grouse,Pterocles,coronatus,,,,Pterocles,coronatus,,1851-06-01,,,,,,,,,,,,,,,,,,,"Lichtenstein, 1823",Crowned Sandgrouse,,,,,,,,,,,,,,
1586,AS,1st,7,71,pl,ksrl_sc_gould_as_1_7_071,ksrl_sc_gould_as_1_7_071.tif,,,"JG,R",,"CH, W",Kurile guillemot,Uria,carbo,,,,Cepphus,carbo,,1851-11-01,,,,,,,,,,,,,,,,,,,"Pallas, 1811",Spectacled Guillemot,,,,,,,,,,,,,,
1580,AS,1st,7,69,pl,ksrl_sc_gould_as_1_7_069,ksrl_sc_gould_as_1_7_069.tif,,,,,"CH, W",Mandarin duck,Aix,galericulata,,,,Aix,galericulata,,1852-11-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Mandarin Duck,,,,,,,,,,,,,,
974,AS,1st,5,25,pl,ksrl_sc_gould_as_1_5_025,ksrl_sc_gould_as_1_5_025.tif,,,"JG,R",,"CH, W",Caucasian grosbeak,Carpodacus,rubicilla,,,,Carpodacus,rubicilla,,1852-11-01,,,,,,,,,,,,,,,,,,,"Guldenstadt, 1775",Great Rosefinch,,,,,,,,,,,,,,
977,AS,1st,5,26,pl,ksrl_sc_gould_as_1_5_026,ksrl_sc_gould_as_1_5_026.tif,,,"JG,R",,"CH, W",Red-mantled grosbeak,Carpodacus,rhodochlamys,,,,Carpodacus,rhodochlamys,,1852-11-01,,,,,,,,,,,,,,,,,,,"Brandt, 1843",Red-mantled Rosefinch,,,,,,,,,,,,,,
1418,AS,1st,7,15,pl,ksrl_sc_gould_as_1_7_015,ksrl_sc_gould_as_1_7_015.tif,,,,,,Vieillot's fireback,Euplocamus,vieilloti,,,,Chrysolophus,pictus,,1852-11-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Golden Pheasant,,,,,,,,,,,,,,
971,AS,1st,5,24,pl,ksrl_sc_gould_as_1_5_024,ksrl_sc_gould_as_1_5_024.tif,,,"JG,R",,"CH, W",Sepoy finch,Haematospiza,sipahi,,,,Haematospiza,sipahi,,1852-11-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1836",Scarlet Finch,,,,,,,,,,,,,,
911,AS,1st,5,4,pl,ksrl_sc_gould_as_1_5_004,ksrl_sc_gould_as_1_5_004.tif,,,"JG,R",,"CH, W",Brown-naped mountain finch,Montifringilla,brunneinucha,,,,Leucosticte,arctoa,brunneonucha,1852-11-01,,,,,,,,,,,,,,,,,,,"Brandt, 1842","Asian Rosy Finch, Rosy Finch",,,,,,,,,,,,,,
31,AS,1st,1,11,pl,ksrl_sc_gould_as_1_1_011,ksrl_sc_gould_as_1_1_011.tif,,,"W,R",,"CH, W",Govinda kite,Milvus,govinda,,,,Milvus,migrans,,1852-11-01,,,,,,,,,,,,,,,,,,,"Boddaert, 1783",Black Kite,,,,,,,,,,,,,,
658,AS,1st,3,70,pl,ksrl_sc_gould_as_1_3_070,ksrl_sc_gould_as_1_3_070.tif,,,"JG,R",,"CH, W",White-faced suthora,Suthora,nipalensis,,,,Paradoxornis,nipalensis,,1852-11-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1838",Black-throated Parrotbill,,,,,,,,,,,,,,
661,AS,1st,3,71,pl,ksrl_sc_gould_as_1_3_071,ksrl_sc_gould_as_1_3_071.tif,,,"JG,R",,"CH, W",Fulvous-fronted suthora,Suthora,fulvifrons,,,,Paradoxornis,fulvifrons,,1852-11-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1845",Fulvous Parrotbil,,,,,,,,,,,,,,
664,AS,1st,3,72,pl,ksrl_sc_gould_as_1_3_072,ksrl_sc_gould_as_1_3_072.tif,,,"JG,R",,"CH, W",Webb's suthora,Suthora,webbiana,,,,Paradoxornis,webbianus,,1852-11-01,,,,,,,,,,,,,,,,,,,"Gould, 1852",Vinous-throated Parrotbill,,,,,,,,,,,,,,
1127,AS,1st,5,76,pl,ksrl_sc_gould_as_1_5_076,ksrl_sc_gould_as_1_5_076.tif,,,"JG,R",,"CH, W",Black-headed pitta,Pitta,atricapilla,,,,Pitta,sordida,,1852-11-01,,,,,,,,,,,,,,,,,,,"Statius Muller, 1776",Hooded Pitta,,,,,,,,,,,,,,
280,AS,1st,2,18,pl,ksrl_sc_gould_as_1_2_018,ksrl_sc_gould_as_1_2_018.tif,,,"JG,R",,"CH, WALTON",Paradise flycatcher,Muscipeta,paradisi,,,,Terpsiphone,paradisi,,1852-11-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Asian Paradise Flycatcher,,,,,,,,,,,,,,
283,AS,1st,2,19,pl,ksrl_sc_gould_as_1_2_019,ksrl_sc_gould_as_1_2_019.tif,,,"JG,R",,"CH, WALTON",Ince's paradise flycatcher,Muscipeta,incei,,,,Terpsiphone,paradisi,,1852-11-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Asian Paradise Flycatcher,,,,,,,,,,,,,,
836,AS,1st,4,51,pl,ksrl_sc_gould_as_1_4_051,ksrl_sc_gould_as_1_4_051.tif,,,"JG,R",,"CH, WALTON",Nepaulese wren,Troglodytes,nipalensis,,,,Troglodytes,troglodytes,,1852-11-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Winter Wren, Chivir�_n choch�_n, troglodyte mignon",,,,,,,,,,,,,,
454,AS,1st,3,1,pl,ksrl_sc_gould_as_1_3_001,ksrl_sc_gould_as_1_3_001.tif,,,"JG,R",,"CH, W",Clouded thrush,Turdus,fuscatus,,,,Turdus,fuscater,,1852-11-01,,,,,,,,,,,,,,,,,,,"Lafresnaye & d'Orbigny, 1837",Great Thrush,,,,,,,,,,,,,,
457,AS,1st,3,2,pl,ksrl_sc_gould_as_1_3_002,ksrl_sc_gould_as_1_3_002.tif,,,"JG,R",,"CH, W",Red-throated thrush,Turdus,ruficollis,,,,Turdus,ruficollis,,1852-11-01,,,,,,,,,,,,,,,,,,,"Pallas, 1776",Red-throated Thrush,,,,,,,,,,,,,,
544,AS,1st,3,31,pl,ksrl_sc_gould_as_1_3_031,ksrl_sc_gould_as_1_3_031.tif,,,"JG,R",,"CH, W",Himalayan conostoma,Conostoma,aemodium,,,,Conostoma,oemodium,,1853-10-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1842",Great Parrotbill,,,,,,,,,,,,,,
181,AS,1st,1,61,pl,ksrl_sc_gould_as_1_1_061,ksrl_sc_gould_as_1_1_061.tif,,,"JG,R",,"CH, W",Great eurylaime,Corydon,sumatranus,,,,Corydon,sumatranus,,1853-10-01,,,,,,,,,,,,,,,,,,,"Raffles, 1822",Dusky Broadbill,,,,,,,,,,,,,,
175,AS,1st,1,59,pl,ksrl_sc_gould_as_1_1_059,ksrl_sc_gould_as_1_1_059.tif,,,"JG,R",,"CH, W",Great-billed eurylaime,Cymbirhynchus,macrorhynchus,,,,Cymbirhynchus,macrorhynchos,,1853-10-01,,,,,,,,,,,,,,,,,,,"Gmelin, 1788",Black-and-red Broadbill,,,,,,,,,,,,,,
178,AS,1st,1,60,pl,ksrl_sc_gould_as_1_1_060,ksrl_sc_gould_as_1_1_060.tif,,,"JG,R",,"CH, W",Allied eurylaime,Cymbirhynchus,affinis,,,,Cymbirhynchus,macrorhynchos,affinis,1853-10-01,,,,,,,,,,,,,,,,,,,"Blyth, 1846",Black-and-red Broadbill,,,,,,,,,,,,,,
169,AS,1st,1,57,pl,ksrl_sc_gould_as_1_1_057,ksrl_sc_gould_as_1_1_057.tif,,,"JR,R",,"CH, W",Javan eurylaime,Eurylaimus,javanicus,,,,Eurylaimus,javanicus,,1853-10-01,,,,,,,,,,,,,,,,,,,"Horsfield, 1821",Banded Broadbill,,,,,,,,,,,,,,
172,AS,1st,1,58,pl,ksrl_sc_gould_as_1_1_058,ksrl_sc_gould_as_1_1_058.tif,,,"JG,R",,"CH, W",Hooded eurylaime,Eurylaimus,ochromelas,,,,Eurylaimus,ochromalus��,,1853-10-01,,,,,,,,,,,,,,,,,,,"Raffles, 1822",Black-and-yellow Broadbill,,,,,,,,,,,,,,
866,AS,1st,4,61,pl,ksrl_sc_gould_as_1_4_061,ksrl_sc_gould_as_1_4_061.tif,,,"JG,R",,"CH, WALTON",Great pied wagtail,Motacilla,maderaspatensis,,,,Motacilla,madaraspatensis��,,1853-10-01,,,,,,,,,,,,,,,,,,,"J. F. Gmelin, 1789",White-browed Wagtail,,,,,,,,,,,,,,
190,AS,1st,1,64,pl,ksrl_sc_gould_as_1_1_064,ksrl_sc_gould_as_1_1_064.tif,,,"JG,R",,"CH, W",Dalhousie's eurylaime,Psarisomus,dalhousiae,,,,Psarisomus,dalhousiae,,1853-10-01,,,,,,,,,,,,,,,,,,,"Jameson, 1835",Long-tailed Broadbill,,,,,,,,,,,,,,
1004,AS,1st,5,35,pl,ksrl_sc_gould_as_1_5_035,ksrl_sc_gould_as_1_5_035.tif,,,"JG,R",,"CH, W",Oriental bullfinch,Pyrrhula,orientalis,,,,Pyrrhula,pyrrhula,,1853-10-01,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Bullfinch,,,,,,,,,,,,,,
1007,AS,1st,5,36,pl,ksrl_sc_gould_as_1_5_036,ksrl_sc_gould_as_1_5_036.tif,,,"JG,R",,"CH, W",Red-headed bullfinch,Pyrrhula,erythrocephala,,,,Pyrrhula,erythrocephala,,1853-10-01,,,,,,,,,,,,,,,,,,,"Vigors, 1832",Red-headed Bullfinch,,,,,,,,,,,,,,
1010,AS,1st,5,37,pl,ksrl_sc_gould_as_1_5_037,ksrl_sc_gould_as_1_5_037.tif,,,"JG,R",,"CH, W",Nepaulese bullfinch,Pyrrhula,nipalensis,,,,Pyrrhula,nipalensis,,1853-10-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1836",Brown Bullfinch,,,,,,,,,,,,,,
184,AS,1st,1,62,pl,ksrl_sc_gould_as_1_1_062,ksrl_sc_gould_as_1_1_062.tif,,,"JG,R",,"CH, W",Lunated eurylaime,Serilophus,lunatus,,,,Serilophus,lunatus,,1853-10-01,,,,,,,,,,,,,,,,,,,"Gould, 1834",Silver-breasted Broadbill,,,,,,,,,,,,,,
187,AS,1st,1,63,pl,ksrl_sc_gould_as_1_1_063,ksrl_sc_gould_as_1_1_063.tif,,,"JG,R",,"CH, W",Red-backed eurylaime,Serilophus,rubropygius,,,,Serilophus,lunatus,rubropygius,1853-10-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1839",Silver-breasted Broadbill,,,,,,,,,,,,,,
1460,AS,1st,7,29,pl,ksrl_sc_gould_as_1_7_029,ksrl_sc_gould_as_1_7_029.tif,,,,,,Caspian snow-partridge,Tetraogallus,caspius,,,,Tetraogallus,caspius,,1853-10-01,,,,,,,,,,,,,,,,,,,"S. G. Gmelin, 1784",Caspian Snowcock,,,,,,,,,,,,,,
1463,AS,1st,7,30,pl,ksrl_sc_gould_as_1_7_030,ksrl_sc_gould_as_1_7_030.tif,,,,,,Himalayan snow-partridge,Tetraogallus,himalayensis,,,,Tetraogallus,himalayensis,,1853-10-01,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1843",Himalayan Snowcock,,,,,,,,,,,,,,
1466,AS,1st,7,31,pl,ksrl_sc_gould_as_1_7_031,ksrl_sc_gould_as_1_7_031.tif,,,,,,Altaic snow-partridge,Tetraogallus,altaicus,,,,Tetraogallus,altaicus,,1853-10-01,,,,,,,,,,,,,,,,,,,"Gebler, 1836",Altai Snowcock,,,,,,,,,,,,,,
1469,AS,1st,7,32,pl,ksrl_sc_gould_as_1_7_032,ksrl_sc_gould_as_1_7_032.tif,,,"W,R",,"CH, W",Tibetan snow-partridge,Tetraogallus,tibetanus,,,,Tetraogallus,tibetanus,,1853-10-01,,,,,,,,,,,,,,,,,,,"Gould, 1854",Tibetan Snowcock,,,,,,,,,,,,,,
1517,AS,1st,7,48,pl,ksrl_sc_gould_as_1_7_048,ksrl_sc_gould_as_1_7_048.tif,,,"JG,R",,,Dr. cabot's horned pheasant,Ceriornis,caboti,,,,Tragopan,caboti,,1854-06-01,,,,,,,,,,,,,,,,,,,"Gould, 1857","Cabot's Tragopan, Cabot's Tragopan Pheasant",,,,,,,,,,,,,,
1319,AS,1st,6,57,pl,ksrl_sc_gould_as_1_6_057,ksrl_sc_gould_as_1_6_057.tif,,,"JG,R",,"CH, W",Elphinstone's wood-pigeon,Palumbus,elphinstonei,,,,Columba,elphinstonii,,1854-07-01,,,,,,,,,,,,,,,,,,,"Sykes, 1832",Nilgiri Wood Pigeon,,,,,,,,,,,,,,
